,geneA,geneB,number of patients
46423,!ATR,!CXCR4,56
46424,!ATR,!EBF1,55
46425,!ATR,!EPHA5,55
46426,!ATR,!SOX10,56
46427,!ATR,!SPEN,55
46428,!ATR,!AKT2,56
46429,!ATR,!AKT3,55
46430,!ATR,!CD79A,56
46431,!ATR,!GTSE1,55
46432,!ATR,!IGF1R,56
46433,!ATR,!MLL,56
46434,!ATR,!SMARCA1,56
46435,!ATR,!BCL6,55
46436,!ATR,!CD22,56
46437,!ATR,!HDAC7,55
46438,!ATR,!JAK2,56
46439,!ATR,!JAK3,55
46440,!ATR,!TCF3,55
46441,!ATR,!ABL1,56
46442,!ATR,!FGFR1,56
46443,!ATR,!FLT4,55
46444,!ATR,!INPP4B,55
46445,!ATR,!MET,56
46446,!ATR,!MET27,55
46447,!ATR,!FGF3,56
46448,!ATR,!FOXO1,56
46449,!ATR,!POT1,55
46450,!ATR,!RAD21,55
46451,!ATR,!SERP2,56
46452,!ATR,!SF3B1,56
46453,!ATR,!SMC1A,56
46454,!ATR,!MAGED1,56
46455,!ATR,!LRRK2,55
46456,!ATR,!TSHR,56
46457,!ATR,!EMSY,56
46458,!ATR,!CTNNA1,56
46459,!ATR,!EED,55
46460,!ATR,!EPHB1,56
46461,!ATR,!MIB1,56
46462,!ATR,!TUSC3,56
46463,!ATR,!MYC,56
46464,!ATR,!BRAF,56
46465,!ATR,!KMT2C,56
46466,!ATR,!NSD1,56
46467,!ATR,!SMO,55
46468,!ATR,!STAT4,56
46469,!ATR,!ALK,56
46470,!ATR,!DTX1,56
46471,!ATR,!BCL7A,55
46472,!ATR,!ECT2L,55
46473,!ATR,!FLT1,56
46474,!ATR,!FOXO3,56
46475,!ATR,!JAZF1,56
46476,!ATR,!KDM6A,56
46477,!ATR,!PBRM1,56
46478,!ATR,!PBRM128,56
46479,!ATR,!FANCF,57
46480,!ATR,!SETBP1,56
46481,!ATR,!CDKN1B,55
46482,!ATR,!APC,55
46483,!ATR,!PTPN2,56
46484,!ATR,!RET,56
46485,!ATR,!DUSP2,57
46486,!ATR,!ESR1,56
46487,!ATR,!KDM2B,56
46488,!ATR,!PDCD1,57
46489,FANCE,None,59
46490,!FANCE,PTCH1,4
46491,!FANCE,TNFRSF11A,3
46492,!FANCE,MKI67,3
46493,!FANCE,MSH3,5
46494,!FANCE,NOTCH1,4
46495,!FANCE,RELN,4
46496,!FANCE,NCOR2,6
46497,!FANCE,CSF1R,3
46498,!FANCE,CDKN2C,3
46499,!FANCE,FAF1,4
46500,!FANCE,CD36,3
46501,!FANCE,CPS1,3
46502,!FANCE,MPL,3
46503,!FANCE,EP300,3
46504,!FANCE,ZNF70325,3
46505,!FANCE,TCF3,3
46506,!FANCE,!BCOR,58
46507,!FANCE,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,58
46508,!FANCE,!DAXX,57
46509,!FANCE,!INPP5D,57
46510,!FANCE,!PTCH1,55
46511,!FANCE,!SDHA,58
46512,!FANCE,!TFC3,58
46513,!FANCE,!TNFRSF11A,56
46514,!FANCE,!BIRC3,58
46515,!FANCE,!BRIP1,57
46516,!FANCE,!CHEK2,58
46517,!FANCE,!CHEK219,58
46518,!FANCE,!MAP3K1,57
46519,!FANCE,!MKI67,56
46520,!FANCE,!MRE11A,59
46521,!FANCE,!RPTOR,59
46522,!FANCE,!MSH3,54
46523,!FANCE,!SDHC,57
46524,!FANCE,!SRC,58
46525,!FANCE,!MDM2,57
46526,!FANCE,!TOP1,57
46527,!FANCE,!JUN,58
46528,!FANCE,!MDM4,58
46529,!FANCE,!FRS2,58
46530,!FANCE,!FRS220,58
46531,!FANCE,!HDAC4,57
46532,!FANCE,!AKT1,58
46533,!FANCE,!JAK1,58
46534,!FANCE,!MAFB,58
46535,!FANCE,!NCSTN,58
46536,!FANCE,!TGFBR2,58
46537,!FANCE,!ETV6,58
46538,!FANCE,!ETV621,58
46539,!FANCE,!IDH2,58
46540,!FANCE,!MYCN,58
46541,!FANCE,!SMARCB1,58
46542,!FANCE,!STAG2,58
46543,!FANCE,!NOTCH1,55
46544,!FANCE,!RAD50,57
46545,!FANCE,!RELN,55
46546,!FANCE,!ARAF,58
46547,!FANCE,!EZH2,57
46548,!FANCE,!NCOR2,53
46549,!FANCE,!CSF1R,56
46550,!FANCE,!MYD88,58
46551,!FANCE,!P2RY8,58
46552,!FANCE,!TAF1,58
46553,!FANCE,!CDKN2C,56
46554,!FANCE,!CIC,57
46555,!FANCE,!FAF1,55
46556,!FANCE,!IKBKE,58
46557,!FANCE,!BCORL1,58
46558,!FANCE,!KLHL6,57
46559,!FANCE,!PDGFRA,57
46560,!FANCE,!STAT6,57
46561,!FANCE,!CD36,56
46562,!FANCE,!AXIN1,58
46563,!FANCE,!AXIN122,57
46564,!FANCE,!PC,57
46565,!FANCE,!MALT1,58
46566,!FANCE,!MALT123,58
46567,!FANCE,!ARID2,58
46568,!FANCE,!CDK8,58
46569,!FANCE,!CPS1,56
46570,!FANCE,!ERBB3,58
46571,!FANCE,!MPL,56
46572,!FANCE,!PCBP1,58
46573,!FANCE,!XBP1,57
46574,!FANCE,!MUTYH,57
46575,!FANCE,!HIST1H2BK,58
46576,!FANCE,!MAPK1,58
46577,!FANCE,!MAPK124,58
46578,!FANCE,!BRSK1,57
46579,!FANCE,!CRLF2,58
46580,!FANCE,!EP300,56
46581,!FANCE,!TYK2,58
46582,!FANCE,!ZNF703,58
46583,!FANCE,!ZNF70325,56
46584,!FANCE,!FGF10,58
46585,!FANCE,!FGF1026,58
46586,!FANCE,!CUX1,57
46587,!FANCE,!HIST1H1C,58
46588,!FANCE,!PDCD1LG2,58
46589,!FANCE,!ROS1,58
46590,!FANCE,!TSC1,57
46591,!FANCE,!MLH1,59
46592,!FANCE,!ZRSR2,57
46593,!FANCE,!CXCR4,58
46594,!FANCE,!EBF1,57
46595,!FANCE,!EPHA5,57
46596,!FANCE,!SOX10,58
46597,!FANCE,!SPEN,57
46598,!FANCE,!AKT2,58
46599,!FANCE,!AKT3,57
46600,!FANCE,!CD79A,58
46601,!FANCE,!GTSE1,57
46602,!FANCE,!IGF1R,58
46603,!FANCE,!MLL,58
46604,!FANCE,!SMARCA1,58
46605,!FANCE,!BCL6,57
46606,!FANCE,!CD22,58
46607,!FANCE,!HDAC7,57
46608,!FANCE,!JAK2,58
46609,!FANCE,!JAK3,57
46610,!FANCE,!TCF3,56
46611,!FANCE,!ABL1,58
46612,!FANCE,!FGFR1,58
46613,!FANCE,!FLT4,57
46614,!FANCE,!INPP4B,57
46615,!FANCE,!MET,58
46616,!FANCE,!MET27,57
46617,!FANCE,!FGF3,58
46618,!FANCE,!FOXO1,58
46619,!FANCE,!POT1,57
46620,!FANCE,!RAD21,57
46621,!FANCE,!SERP2,58
46622,!FANCE,!SF3B1,58
46623,!FANCE,!SMC1A,58
46624,!FANCE,!MAGED1,58
46625,!FANCE,!LRRK2,57
46626,!FANCE,!TSHR,58
46627,!FANCE,!EMSY,58
46628,!FANCE,!CTNNA1,58
46629,!FANCE,!EED,57
46630,!FANCE,!EPHB1,58
46631,!FANCE,!MIB1,58
46632,!FANCE,!TUSC3,58
46633,!FANCE,!MYC,58
46634,!FANCE,!BRAF,58
46635,!FANCE,!KMT2C,58
46636,!FANCE,!NSD1,58
46637,!FANCE,!SMO,57
46638,!FANCE,!STAT4,58
46639,!FANCE,!ALK,58
46640,!FANCE,!DTX1,58
46641,!FANCE,!BCL7A,57
46642,!FANCE,!ECT2L,57
46643,!FANCE,!FLT1,58
46644,!FANCE,!FOXO3,58
46645,!FANCE,!JAZF1,58
46646,!FANCE,!KDM6A,58
46647,!FANCE,!PBRM1,58
46648,!FANCE,!PBRM128,58
46649,!FANCE,!FANCF,58
46650,!FANCE,!SETBP1,58
46651,!FANCE,!CDKN1B,57
46652,!FANCE,!APC,57
46653,!FANCE,!PTPN2,58
46654,!FANCE,!RET,58
46655,!FANCE,!DUSP2,59
46656,!FANCE,!ESR1,58
46657,!FANCE,!KDM2B,58
46658,!FANCE,!PDCD1,59
46659,BCOR,None,59
46660,!BCOR,PTCH1,3
46661,!BCOR,MKI67,4
46662,!BCOR,MSH3,5
46663,!BCOR,NOTCH1,4
46664,!BCOR,RELN,4
46665,!BCOR,NCOR2,6
46666,!BCOR,CSF1R,3
46667,!BCOR,CDKN2C,3
46668,!BCOR,FAF1,4
46669,!BCOR,CD36,3
46670,!BCOR,CPS1,3
46671,!BCOR,MPL,3
46672,!BCOR,EP300,3
46673,!BCOR,ZNF70325,3
46674,!BCOR,TSC1,3
46675,!BCOR,TCF3,3
46676,!BCOR,APC,3
46677,!BCOR,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,58
46678,!BCOR,!DAXX,58
46679,!BCOR,!INPP5D,58
46680,!BCOR,!PTCH1,56
46681,!BCOR,!SDHA,59
46682,!BCOR,!TFC3,59
46683,!BCOR,!TNFRSF11A,57
46684,!BCOR,!BIRC3,58
46685,!BCOR,!BRIP1,57
46686,!BCOR,!CHEK2,58
46687,!BCOR,!CHEK219,58
46688,!BCOR,!MAP3K1,57
46689,!BCOR,!MKI67,55
46690,!BCOR,!MRE11A,58
46691,!BCOR,!RPTOR,58
46692,!BCOR,!MSH3,54
46693,!BCOR,!SDHC,57
46694,!BCOR,!SRC,58
46695,!BCOR,!MDM2,57
46696,!BCOR,!TOP1,57
46697,!BCOR,!JUN,58
46698,!BCOR,!MDM4,58
46699,!BCOR,!FRS2,58
46700,!BCOR,!FRS220,58
46701,!BCOR,!HDAC4,57
46702,!BCOR,!AKT1,58
46703,!BCOR,!JAK1,58
46704,!BCOR,!MAFB,58
46705,!BCOR,!NCSTN,58
46706,!BCOR,!TGFBR2,58
46707,!BCOR,!ETV6,58
46708,!BCOR,!ETV621,58
46709,!BCOR,!IDH2,58
46710,!BCOR,!MYCN,58
46711,!BCOR,!SMARCB1,58
46712,!BCOR,!STAG2,58
46713,!BCOR,!NOTCH1,55
46714,!BCOR,!RAD50,57
46715,!BCOR,!RELN,55
46716,!BCOR,!ARAF,58
46717,!BCOR,!EZH2,57
46718,!BCOR,!NCOR2,53
46719,!BCOR,!CSF1R,56
46720,!BCOR,!MYD88,58
46721,!BCOR,!P2RY8,58
46722,!BCOR,!TAF1,58
46723,!BCOR,!CDKN2C,56
46724,!BCOR,!CIC,57
46725,!BCOR,!FAF1,55
46726,!BCOR,!IKBKE,58
46727,!BCOR,!BCORL1,58
46728,!BCOR,!KLHL6,57
46729,!BCOR,!PDGFRA,57
46730,!BCOR,!STAT6,57
46731,!BCOR,!CD36,56
46732,!BCOR,!AXIN1,58
46733,!BCOR,!AXIN122,57
46734,!BCOR,!PC,57
46735,!BCOR,!MALT1,58
46736,!BCOR,!MALT123,58
46737,!BCOR,!ARID2,58
46738,!BCOR,!CDK8,58
46739,!BCOR,!CPS1,56
46740,!BCOR,!ERBB3,58
46741,!BCOR,!MPL,56
46742,!BCOR,!PCBP1,58
46743,!BCOR,!XBP1,57
46744,!BCOR,!MUTYH,57
46745,!BCOR,!HIST1H2BK,58
46746,!BCOR,!MAPK1,58
46747,!BCOR,!MAPK124,58
46748,!BCOR,!BRSK1,57
46749,!BCOR,!CRLF2,58
46750,!BCOR,!EP300,56
46751,!BCOR,!TYK2,58
46752,!BCOR,!ZNF703,58
46753,!BCOR,!ZNF70325,56
46754,!BCOR,!FGF10,58
46755,!BCOR,!FGF1026,58
46756,!BCOR,!CUX1,57
46757,!BCOR,!HIST1H1C,58
46758,!BCOR,!PDCD1LG2,58
46759,!BCOR,!ROS1,58
46760,!BCOR,!TSC1,56
46761,!BCOR,!MLH1,58
46762,!BCOR,!ZRSR2,57
46763,!BCOR,!CXCR4,58
46764,!BCOR,!EBF1,57
46765,!BCOR,!EPHA5,57
46766,!BCOR,!SOX10,58
46767,!BCOR,!SPEN,57
46768,!BCOR,!AKT2,58
46769,!BCOR,!AKT3,57
46770,!BCOR,!CD79A,58
46771,!BCOR,!GTSE1,57
46772,!BCOR,!IGF1R,58
46773,!BCOR,!MLL,58
46774,!BCOR,!SMARCA1,58
46775,!BCOR,!BCL6,57
46776,!BCOR,!CD22,58
46777,!BCOR,!HDAC7,57
46778,!BCOR,!JAK2,57
46779,!BCOR,!JAK3,57
46780,!BCOR,!TCF3,56
46781,!BCOR,!ABL1,58
46782,!BCOR,!FGFR1,58
46783,!BCOR,!FLT4,57
46784,!BCOR,!INPP4B,57
46785,!BCOR,!MET,58
46786,!BCOR,!MET27,57
46787,!BCOR,!FGF3,58
46788,!BCOR,!FOXO1,58
46789,!BCOR,!POT1,57
46790,!BCOR,!RAD21,57
46791,!BCOR,!SERP2,58
46792,!BCOR,!SF3B1,58
46793,!BCOR,!SMC1A,58
46794,!BCOR,!MAGED1,58
46795,!BCOR,!LRRK2,57
46796,!BCOR,!TSHR,58
46797,!BCOR,!EMSY,58
46798,!BCOR,!CTNNA1,58
46799,!BCOR,!EED,57
46800,!BCOR,!EPHB1,58
46801,!BCOR,!MIB1,58
46802,!BCOR,!TUSC3,58
46803,!BCOR,!MYC,58
46804,!BCOR,!BRAF,58
46805,!BCOR,!KMT2C,58
46806,!BCOR,!NSD1,58
46807,!BCOR,!SMO,57
46808,!BCOR,!STAT4,58
46809,!BCOR,!ALK,58
46810,!BCOR,!DTX1,58
46811,!BCOR,!BCL7A,57
46812,!BCOR,!ECT2L,57
46813,!BCOR,!FLT1,58
46814,!BCOR,!FOXO3,58
46815,!BCOR,!JAZF1,58
46816,!BCOR,!KDM6A,58
46817,!BCOR,!PBRM1,58
46818,!BCOR,!PBRM128,58
46819,!BCOR,!FANCF,58
46820,!BCOR,!SETBP1,58
46821,!BCOR,!CDKN1B,57
46822,!BCOR,!APC,56
46823,!BCOR,!PTPN2,58
46824,!BCOR,!RET,58
46825,!BCOR,!DUSP2,59
46826,!BCOR,!ESR1,58
46827,!BCOR,!KDM2B,58
46828,!BCOR,!PDCD1,59
46829,BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,None,59
46830,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,PTCH1,4
46831,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,TNFRSF11A,3
46832,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,MKI67,4
46833,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,MSH3,5
46834,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,NOTCH1,4
46835,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,RELN,4
46836,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,NCOR2,6
46837,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,CSF1R,3
46838,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,CDKN2C,3
46839,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,FAF1,4
46840,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,CD36,3
46841,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,CPS1,3
46842,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,MPL,3
46843,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,EP300,3
46844,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,TSC1,3
46845,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,TCF3,3
46846,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,APC,3
46847,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!DAXX,57
46848,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!INPP5D,57
46849,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!PTCH1,55
46850,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SDHA,58
46851,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TFC3,58
46852,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TNFRSF11A,56
46853,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BIRC3,58
46854,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BRIP1,57
46855,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CHEK2,58
46856,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CHEK219,58
46857,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MAP3K1,58
46858,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MKI67,55
46859,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MRE11A,58
46860,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!RPTOR,58
46861,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MSH3,54
46862,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SDHC,57
46863,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SRC,58
46864,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MDM2,58
46865,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TOP1,57
46866,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!JUN,58
46867,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MDM4,58
46868,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FRS2,58
46869,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FRS220,59
46870,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!HDAC4,57
46871,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!AKT1,59
46872,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!JAK1,58
46873,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MAFB,58
46874,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!NCSTN,58
46875,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TGFBR2,58
46876,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ETV6,58
46877,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ETV621,58
46878,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!IDH2,58
46879,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MYCN,58
46880,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SMARCB1,58
46881,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!STAG2,58
46882,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!NOTCH1,55
46883,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!RAD50,57
46884,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!RELN,55
46885,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ARAF,58
46886,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EZH2,57
46887,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!NCOR2,53
46888,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CSF1R,56
46889,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MYD88,58
46890,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!P2RY8,58
46891,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TAF1,58
46892,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CDKN2C,56
46893,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CIC,57
46894,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FAF1,55
46895,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!IKBKE,58
46896,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BCORL1,58
46897,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!KLHL6,57
46898,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!PDGFRA,57
46899,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!STAT6,57
46900,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CD36,56
46901,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!AXIN1,58
46902,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!AXIN122,57
46903,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!PC,57
46904,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MALT1,58
46905,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MALT123,58
46906,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ARID2,58
46907,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CDK8,58
46908,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CPS1,56
46909,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ERBB3,58
46910,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MPL,56
46911,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!PCBP1,58
46912,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!XBP1,57
46913,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MUTYH,57
46914,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!HIST1H2BK,58
46915,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MAPK1,58
46916,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MAPK124,58
46917,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BRSK1,57
46918,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CRLF2,58
46919,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EP300,56
46920,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TYK2,58
46921,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ZNF703,58
46922,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ZNF70325,57
46923,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FGF10,58
46924,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FGF1026,58
46925,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CUX1,57
46926,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!HIST1H1C,58
46927,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!PDCD1LG2,58
46928,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ROS1,58
46929,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TSC1,56
46930,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MLH1,58
46931,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ZRSR2,57
46932,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CXCR4,58
46933,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EBF1,57
46934,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EPHA5,57
46935,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SOX10,58
46936,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SPEN,57
46937,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!AKT2,58
46938,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!AKT3,57
46939,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CD79A,58
46940,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!GTSE1,57
46941,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!IGF1R,58
46942,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MLL,58
46943,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SMARCA1,58
46944,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BCL6,57
46945,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CD22,58
46946,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!HDAC7,57
46947,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!JAK2,57
46948,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!JAK3,57
46949,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TCF3,56
46950,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ABL1,58
46951,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FGFR1,58
46952,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FLT4,57
46953,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!INPP4B,57
46954,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MET,58
46955,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MET27,57
46956,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FGF3,58
46957,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FOXO1,58
46958,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!POT1,57
46959,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!RAD21,57
46960,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SERP2,58
46961,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SF3B1,58
46962,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SMC1A,58
46963,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MAGED1,59
46964,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!LRRK2,58
46965,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TSHR,58
46966,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EMSY,58
46967,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!CTNNA1,58
46968,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EED,57
46969,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!EPHB1,58
46970,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MIB1,58
46971,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!TUSC3,58
46972,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!MYC,58
46973,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BRAF,58
46974,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!KMT2C,58
46975,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!NSD1,58
46976,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!SMO,57
46977,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!STAT4,58
46978,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ALK,58
46979,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!DTX1,59
46980,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!BCL7A,58
46981,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!ECT2L,57
46982,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FLT1,58
46983,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!FOXO3,58
46984,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!JAZF1,58
46985,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,!KDM6A,58
