,geneA,geneB,number of patients
43851,!MDM2,!EED,42
43852,!MDM2,!EPHB1,43
43853,!MDM2,!MIB1,43
43854,!MDM2,!TUSC3,43
43855,!MDM2,!MYC,43
43856,!MDM2,!BRAF,43
43857,!MDM2,!KMT2C,43
43858,!MDM2,!NSD1,43
43859,!MDM2,!SMO,42
43860,!MDM2,!STAT4,43
43861,!MDM2,!ALK,43
43862,!MDM2,!DTX1,44
43863,!MDM2,!BCL7A,43
43864,!MDM2,!ECT2L,42
43865,!MDM2,!FLT1,43
43866,!MDM2,!FOXO3,43
43867,!MDM2,!JAZF1,43
43868,!MDM2,!KDM6A,43
43869,!MDM2,!PBRM1,43
43870,!MDM2,!PBRM128,43
43871,!MDM2,!FANCF,44
43872,!MDM2,!SETBP1,44
43873,!MDM2,!CDKN1B,42
43874,!MDM2,!APC,41
43875,!MDM2,!PTPN2,43
43876,!MDM2,!RET,43
43877,!MDM2,!DUSP2,44
43878,!MDM2,!ESR1,44
43879,!MDM2,!KDM2B,44
43880,!MDM2,!PDCD1,44
43881,TOP1,None,43
43882,!TOP1,NOTCH1,3
43883,!TOP1,RELN,3
43884,!TOP1,NCOR2,5
43885,!TOP1,CDKN2C,3
43886,!TOP1,FAF1,3
43887,!TOP1,CPS1,3
43888,!TOP1,MPL,3
43889,!TOP1,APC,3
43890,!TOP1,!JUN,43
43891,!TOP1,!MDM4,43
43892,!TOP1,!FRS2,43
43893,!TOP1,!FRS220,43
43894,!TOP1,!HDAC4,42
43895,!TOP1,!AKT1,43
43896,!TOP1,!JAK1,43
43897,!TOP1,!MAFB,43
43898,!TOP1,!NCSTN,43
43899,!TOP1,!TGFBR2,43
43900,!TOP1,!ETV6,42
43901,!TOP1,!ETV621,42
43902,!TOP1,!IDH2,42
43903,!TOP1,!MYCN,42
43904,!TOP1,!SMARCB1,43
43905,!TOP1,!STAG2,42
43906,!TOP1,!NOTCH1,40
43907,!TOP1,!RAD50,42
43908,!TOP1,!RELN,40
43909,!TOP1,!ARAF,43
43910,!TOP1,!EZH2,42
43911,!TOP1,!NCOR2,38
43912,!TOP1,!CSF1R,41
43913,!TOP1,!MYD88,43
43914,!TOP1,!P2RY8,43
43915,!TOP1,!TAF1,43
43916,!TOP1,!CDKN2C,40
43917,!TOP1,!CIC,41
43918,!TOP1,!FAF1,40
43919,!TOP1,!IKBKE,42
43920,!TOP1,!BCORL1,42
43921,!TOP1,!KLHL6,42
43922,!TOP1,!PDGFRA,41
43923,!TOP1,!STAT6,41
43924,!TOP1,!CD36,41
43925,!TOP1,!AXIN1,42
43926,!TOP1,!AXIN122,41
43927,!TOP1,!PC,41
43928,!TOP1,!MALT1,43
43929,!TOP1,!MALT123,42
43930,!TOP1,!ARID2,42
43931,!TOP1,!CDK8,42
43932,!TOP1,!CPS1,40
43933,!TOP1,!ERBB3,42
43934,!TOP1,!MPL,40
43935,!TOP1,!PCBP1,42
43936,!TOP1,!XBP1,41
43937,!TOP1,!MUTYH,43
43938,!TOP1,!HIST1H2BK,42
43939,!TOP1,!MAPK1,43
43940,!TOP1,!MAPK124,42
43941,!TOP1,!BRSK1,42
43942,!TOP1,!CRLF2,43
43943,!TOP1,!EP300,41
43944,!TOP1,!TYK2,43
43945,!TOP1,!ZNF703,43
43946,!TOP1,!ZNF70325,43
43947,!TOP1,!FGF10,42
43948,!TOP1,!FGF1026,43
43949,!TOP1,!CUX1,42
43950,!TOP1,!HIST1H1C,43
43951,!TOP1,!PDCD1LG2,43
43952,!TOP1,!ROS1,43
43953,!TOP1,!TSC1,41
43954,!TOP1,!MLH1,42
43955,!TOP1,!ZRSR2,42
43956,!TOP1,!CXCR4,42
43957,!TOP1,!EBF1,42
43958,!TOP1,!EPHA5,41
43959,!TOP1,!SOX10,42
43960,!TOP1,!SPEN,42
43961,!TOP1,!AKT2,42
43962,!TOP1,!AKT3,42
43963,!TOP1,!CD79A,42
43964,!TOP1,!GTSE1,42
43965,!TOP1,!IGF1R,42
43966,!TOP1,!MLL,43
43967,!TOP1,!SMARCA1,43
43968,!TOP1,!BCL6,42
43969,!TOP1,!CD22,43
43970,!TOP1,!HDAC7,42
43971,!TOP1,!JAK2,42
43972,!TOP1,!JAK3,43
43973,!TOP1,!TCF3,42
43974,!TOP1,!ABL1,42
43975,!TOP1,!FGFR1,42
43976,!TOP1,!FLT4,41
43977,!TOP1,!INPP4B,41
43978,!TOP1,!MET,42
43979,!TOP1,!MET27,42
43980,!TOP1,!FGF3,43
43981,!TOP1,!FOXO1,43
43982,!TOP1,!POT1,42
43983,!TOP1,!RAD21,42
43984,!TOP1,!SERP2,43
43985,!TOP1,!SF3B1,43
43986,!TOP1,!SMC1A,43
43987,!TOP1,!MAGED1,43
43988,!TOP1,!LRRK2,42
43989,!TOP1,!TSHR,42
43990,!TOP1,!EMSY,42
43991,!TOP1,!CTNNA1,42
43992,!TOP1,!EED,41
43993,!TOP1,!EPHB1,42
43994,!TOP1,!MIB1,42
43995,!TOP1,!TUSC3,42
43996,!TOP1,!MYC,42
43997,!TOP1,!BRAF,42
43998,!TOP1,!KMT2C,42
43999,!TOP1,!NSD1,42
44000,!TOP1,!SMO,41
44001,!TOP1,!STAT4,42
44002,!TOP1,!ALK,42
44003,!TOP1,!DTX1,43
44004,!TOP1,!BCL7A,42
44005,!TOP1,!ECT2L,41
44006,!TOP1,!FLT1,42
44007,!TOP1,!FOXO3,42
44008,!TOP1,!JAZF1,42
44009,!TOP1,!KDM6A,42
44010,!TOP1,!PBRM1,42
44011,!TOP1,!PBRM128,42
44012,!TOP1,!FANCF,43
44013,!TOP1,!SETBP1,43
44014,!TOP1,!CDKN1B,41
44015,!TOP1,!APC,40
44016,!TOP1,!PTPN2,42
44017,!TOP1,!RET,42
44018,!TOP1,!DUSP2,43
44019,!TOP1,!ESR1,43
44020,!TOP1,!KDM2B,43
44021,!TOP1,!PDCD1,43
44022,JUN,None,44
44023,!JUN,NOTCH1,3
44024,!JUN,RELN,3
44025,!JUN,NCOR2,5
44026,!JUN,CDKN2C,3
44027,!JUN,FAF1,3
44028,!JUN,CPS1,3
44029,!JUN,MPL,3
44030,!JUN,APC,3
44031,!JUN,!MDM4,44
44032,!JUN,!FRS2,44
44033,!JUN,!FRS220,44
44034,!JUN,!HDAC4,43
44035,!JUN,!AKT1,44
44036,!JUN,!JAK1,44
44037,!JUN,!MAFB,44
44038,!JUN,!NCSTN,44
44039,!JUN,!TGFBR2,44
44040,!JUN,!ETV6,43
44041,!JUN,!ETV621,43
44042,!JUN,!IDH2,43
44043,!JUN,!MYCN,43
44044,!JUN,!SMARCB1,44
44045,!JUN,!STAG2,43
44046,!JUN,!NOTCH1,41
44047,!JUN,!RAD50,43
44048,!JUN,!RELN,41
44049,!JUN,!ARAF,44
44050,!JUN,!EZH2,43
44051,!JUN,!NCOR2,39
44052,!JUN,!CSF1R,42
44053,!JUN,!MYD88,44
44054,!JUN,!P2RY8,44
44055,!JUN,!TAF1,44
44056,!JUN,!CDKN2C,41
44057,!JUN,!CIC,42
44058,!JUN,!FAF1,41
44059,!JUN,!IKBKE,43
44060,!JUN,!BCORL1,43
44061,!JUN,!KLHL6,43
44062,!JUN,!PDGFRA,42
44063,!JUN,!STAT6,42
44064,!JUN,!CD36,42
44065,!JUN,!AXIN1,43
44066,!JUN,!AXIN122,42
44067,!JUN,!PC,42
44068,!JUN,!MALT1,44
44069,!JUN,!MALT123,43
44070,!JUN,!ARID2,43
44071,!JUN,!CDK8,43
44072,!JUN,!CPS1,41
44073,!JUN,!ERBB3,43
44074,!JUN,!MPL,41
44075,!JUN,!PCBP1,43
44076,!JUN,!XBP1,42
44077,!JUN,!MUTYH,44
44078,!JUN,!HIST1H2BK,43
44079,!JUN,!MAPK1,44
44080,!JUN,!MAPK124,43
44081,!JUN,!BRSK1,43
44082,!JUN,!CRLF2,44
44083,!JUN,!EP300,42
44084,!JUN,!TYK2,44
44085,!JUN,!ZNF703,44
44086,!JUN,!ZNF70325,44
44087,!JUN,!FGF10,43
44088,!JUN,!FGF1026,44
44089,!JUN,!CUX1,43
44090,!JUN,!HIST1H1C,44
44091,!JUN,!PDCD1LG2,44
44092,!JUN,!ROS1,44
44093,!JUN,!TSC1,42
44094,!JUN,!MLH1,43
44095,!JUN,!ZRSR2,43
44096,!JUN,!CXCR4,43
44097,!JUN,!EBF1,43
44098,!JUN,!EPHA5,42
44099,!JUN,!SOX10,43
44100,!JUN,!SPEN,43
44101,!JUN,!AKT2,43
44102,!JUN,!AKT3,43
44103,!JUN,!CD79A,43
44104,!JUN,!GTSE1,43
44105,!JUN,!IGF1R,43
44106,!JUN,!MLL,44
44107,!JUN,!SMARCA1,44
44108,!JUN,!BCL6,43
44109,!JUN,!CD22,44
44110,!JUN,!HDAC7,43
44111,!JUN,!JAK2,43
44112,!JUN,!JAK3,44
44113,!JUN,!TCF3,43
44114,!JUN,!ABL1,43
44115,!JUN,!FGFR1,43
44116,!JUN,!FLT4,42
44117,!JUN,!INPP4B,42
44118,!JUN,!MET,43
44119,!JUN,!MET27,43
44120,!JUN,!FGF3,44
44121,!JUN,!FOXO1,44
44122,!JUN,!POT1,43
44123,!JUN,!RAD21,43
44124,!JUN,!SERP2,44
44125,!JUN,!SF3B1,44
44126,!JUN,!SMC1A,44
44127,!JUN,!MAGED1,44
44128,!JUN,!LRRK2,43
44129,!JUN,!TSHR,43
44130,!JUN,!EMSY,43
44131,!JUN,!CTNNA1,43
44132,!JUN,!EED,42
44133,!JUN,!EPHB1,43
44134,!JUN,!MIB1,43
44135,!JUN,!TUSC3,43
44136,!JUN,!MYC,43
44137,!JUN,!BRAF,43
44138,!JUN,!KMT2C,43
44139,!JUN,!NSD1,43
44140,!JUN,!SMO,42
44141,!JUN,!STAT4,43
44142,!JUN,!ALK,43
44143,!JUN,!DTX1,44
44144,!JUN,!BCL7A,43
44145,!JUN,!ECT2L,42
44146,!JUN,!FLT1,43
44147,!JUN,!FOXO3,43
44148,!JUN,!JAZF1,43
44149,!JUN,!KDM6A,43
44150,!JUN,!PBRM1,43
44151,!JUN,!PBRM128,43
44152,!JUN,!FANCF,44
44153,!JUN,!SETBP1,44
44154,!JUN,!CDKN1B,42
44155,!JUN,!APC,41
44156,!JUN,!PTPN2,43
44157,!JUN,!RET,43
44158,!JUN,!DUSP2,44
44159,!JUN,!ESR1,44
44160,!JUN,!KDM2B,44
44161,!JUN,!PDCD1,44
44162,MDM4,None,44
44163,!MDM4,NOTCH1,3
44164,!MDM4,RELN,3
44165,!MDM4,NCOR2,5
44166,!MDM4,CDKN2C,3
44167,!MDM4,FAF1,3
44168,!MDM4,CPS1,3
44169,!MDM4,MPL,3
44170,!MDM4,APC,3
44171,!MDM4,!FRS2,44
44172,!MDM4,!FRS220,44
44173,!MDM4,!HDAC4,43
44174,!MDM4,!AKT1,44
44175,!MDM4,!JAK1,44
44176,!MDM4,!MAFB,44
44177,!MDM4,!NCSTN,44
44178,!MDM4,!TGFBR2,44
44179,!MDM4,!ETV6,43
44180,!MDM4,!ETV621,43
44181,!MDM4,!IDH2,43
44182,!MDM4,!MYCN,43
44183,!MDM4,!SMARCB1,44
44184,!MDM4,!STAG2,43
44185,!MDM4,!NOTCH1,41
44186,!MDM4,!RAD50,43
44187,!MDM4,!RELN,41
44188,!MDM4,!ARAF,44
44189,!MDM4,!EZH2,43
44190,!MDM4,!NCOR2,39
44191,!MDM4,!CSF1R,42
44192,!MDM4,!MYD88,44
44193,!MDM4,!P2RY8,44
44194,!MDM4,!TAF1,44
44195,!MDM4,!CDKN2C,41
44196,!MDM4,!CIC,42
44197,!MDM4,!FAF1,41
44198,!MDM4,!IKBKE,43
44199,!MDM4,!BCORL1,43
44200,!MDM4,!KLHL6,43
44201,!MDM4,!PDGFRA,42
44202,!MDM4,!STAT6,42
44203,!MDM4,!CD36,42
44204,!MDM4,!AXIN1,43
44205,!MDM4,!AXIN122,42
44206,!MDM4,!PC,42
44207,!MDM4,!MALT1,44
44208,!MDM4,!MALT123,43
44209,!MDM4,!ARID2,43
44210,!MDM4,!CDK8,43
44211,!MDM4,!CPS1,41
44212,!MDM4,!ERBB3,43
44213,!MDM4,!MPL,41
44214,!MDM4,!PCBP1,43
44215,!MDM4,!XBP1,42
44216,!MDM4,!MUTYH,44
44217,!MDM4,!HIST1H2BK,43
44218,!MDM4,!MAPK1,44
44219,!MDM4,!MAPK124,43
44220,!MDM4,!BRSK1,43
44221,!MDM4,!CRLF2,44
44222,!MDM4,!EP300,42
44223,!MDM4,!TYK2,44
44224,!MDM4,!ZNF703,44
44225,!MDM4,!ZNF70325,44
44226,!MDM4,!FGF10,43
44227,!MDM4,!FGF1026,44
44228,!MDM4,!CUX1,43
44229,!MDM4,!HIST1H1C,44
44230,!MDM4,!PDCD1LG2,44
44231,!MDM4,!ROS1,44
44232,!MDM4,!TSC1,42
44233,!MDM4,!MLH1,43
44234,!MDM4,!ZRSR2,43
44235,!MDM4,!CXCR4,43
44236,!MDM4,!EBF1,43
44237,!MDM4,!EPHA5,42
44238,!MDM4,!SOX10,43
44239,!MDM4,!SPEN,43
44240,!MDM4,!AKT2,43
44241,!MDM4,!AKT3,43
44242,!MDM4,!CD79A,43
44243,!MDM4,!GTSE1,43
44244,!MDM4,!IGF1R,43
44245,!MDM4,!MLL,44
44246,!MDM4,!SMARCA1,44
44247,!MDM4,!BCL6,43
44248,!MDM4,!CD22,44
44249,!MDM4,!HDAC7,43
44250,!MDM4,!JAK2,43
44251,!MDM4,!JAK3,44
44252,!MDM4,!TCF3,43
44253,!MDM4,!ABL1,43
44254,!MDM4,!FGFR1,43
44255,!MDM4,!FLT4,42
44256,!MDM4,!INPP4B,42
44257,!MDM4,!MET,43
44258,!MDM4,!MET27,43
44259,!MDM4,!FGF3,44
44260,!MDM4,!FOXO1,44
44261,!MDM4,!POT1,43
44262,!MDM4,!RAD21,43
44263,!MDM4,!SERP2,44
44264,!MDM4,!SF3B1,44
44265,!MDM4,!SMC1A,44
44266,!MDM4,!MAGED1,44
44267,!MDM4,!LRRK2,43
44268,!MDM4,!TSHR,43
44269,!MDM4,!EMSY,43
44270,!MDM4,!CTNNA1,43
44271,!MDM4,!EED,42
44272,!MDM4,!EPHB1,43
44273,!MDM4,!MIB1,43
44274,!MDM4,!TUSC3,43
44275,!MDM4,!MYC,43
44276,!MDM4,!BRAF,43
44277,!MDM4,!KMT2C,43
44278,!MDM4,!NSD1,43
44279,!MDM4,!SMO,42
44280,!MDM4,!STAT4,43
44281,!MDM4,!ALK,43
44282,!MDM4,!DTX1,44
44283,!MDM4,!BCL7A,43
44284,!MDM4,!ECT2L,42
44285,!MDM4,!FLT1,43
44286,!MDM4,!FOXO3,43
44287,!MDM4,!JAZF1,43
44288,!MDM4,!KDM6A,43
44289,!MDM4,!PBRM1,43
44290,!MDM4,!PBRM128,43
44291,!MDM4,!FANCF,44
44292,!MDM4,!SETBP1,44
44293,!MDM4,!CDKN1B,42
44294,!MDM4,!APC,41
44295,!MDM4,!PTPN2,43
44296,!MDM4,!RET,43
44297,!MDM4,!DUSP2,44
44298,!MDM4,!ESR1,44
44299,!MDM4,!KDM2B,44
44300,!MDM4,!PDCD1,44
44301,FRS2,None,44
44302,!FRS2,NOTCH1,3
44303,!FRS2,RELN,3
44304,!FRS2,NCOR2,5
44305,!FRS2,CDKN2C,3
44306,!FRS2,FAF1,3
44307,!FRS2,CPS1,3
44308,!FRS2,MPL,3
44309,!FRS2,APC,3
44310,!FRS2,!FRS220,44
44311,!FRS2,!HDAC4,43
44312,!FRS2,!AKT1,44
44313,!FRS2,!JAK1,44
44314,!FRS2,!MAFB,44
44315,!FRS2,!NCSTN,44
44316,!FRS2,!TGFBR2,44
44317,!FRS2,!ETV6,43
44318,!FRS2,!ETV621,43
44319,!FRS2,!IDH2,43
44320,!FRS2,!MYCN,43
44321,!FRS2,!SMARCB1,44
44322,!FRS2,!STAG2,43
44323,!FRS2,!NOTCH1,41
44324,!FRS2,!RAD50,43
44325,!FRS2,!RELN,41
44326,!FRS2,!ARAF,44
44327,!FRS2,!EZH2,43
44328,!FRS2,!NCOR2,39
44329,!FRS2,!CSF1R,42
44330,!FRS2,!MYD88,44
44331,!FRS2,!P2RY8,44
44332,!FRS2,!TAF1,44
44333,!FRS2,!CDKN2C,41
44334,!FRS2,!CIC,42
44335,!FRS2,!FAF1,41
44336,!FRS2,!IKBKE,43
44337,!FRS2,!BCORL1,43
44338,!FRS2,!KLHL6,43
44339,!FRS2,!PDGFRA,42
44340,!FRS2,!STAT6,42
44341,!FRS2,!CD36,42
44342,!FRS2,!AXIN1,43
44343,!FRS2,!AXIN122,42
44344,!FRS2,!PC,42
44345,!FRS2,!MALT1,44
44346,!FRS2,!MALT123,43
44347,!FRS2,!ARID2,43
44348,!FRS2,!CDK8,43
44349,!FRS2,!CPS1,41
44350,!FRS2,!ERBB3,43
44351,!FRS2,!MPL,41
44352,!FRS2,!PCBP1,43
44353,!FRS2,!XBP1,42
44354,!FRS2,!MUTYH,44
44355,!FRS2,!HIST1H2BK,43
44356,!FRS2,!MAPK1,44
44357,!FRS2,!MAPK124,43
44358,!FRS2,!BRSK1,43
44359,!FRS2,!CRLF2,44
44360,!FRS2,!EP300,42
44361,!FRS2,!TYK2,44
44362,!FRS2,!ZNF703,44
44363,!FRS2,!ZNF70325,44
44364,!FRS2,!FGF10,43
44365,!FRS2,!FGF1026,44
44366,!FRS2,!CUX1,43
44367,!FRS2,!HIST1H1C,44
44368,!FRS2,!PDCD1LG2,44
44369,!FRS2,!ROS1,44
44370,!FRS2,!TSC1,42
44371,!FRS2,!MLH1,43
44372,!FRS2,!ZRSR2,43
44373,!FRS2,!CXCR4,43
44374,!FRS2,!EBF1,43
44375,!FRS2,!EPHA5,42
44376,!FRS2,!SOX10,43
44377,!FRS2,!SPEN,43
44378,!FRS2,!AKT2,43
44379,!FRS2,!AKT3,43
44380,!FRS2,!CD79A,43
44381,!FRS2,!GTSE1,43
44382,!FRS2,!IGF1R,43
44383,!FRS2,!MLL,44
44384,!FRS2,!SMARCA1,44
44385,!FRS2,!BCL6,43
44386,!FRS2,!CD22,44
44387,!FRS2,!HDAC7,43
44388,!FRS2,!JAK2,43
44389,!FRS2,!JAK3,44
44390,!FRS2,!TCF3,43
44391,!FRS2,!ABL1,43
44392,!FRS2,!FGFR1,43
44393,!FRS2,!FLT4,42
44394,!FRS2,!INPP4B,42
44395,!FRS2,!MET,43
44396,!FRS2,!MET27,43
44397,!FRS2,!FGF3,44
44398,!FRS2,!FOXO1,44
44399,!FRS2,!POT1,43
44400,!FRS2,!RAD21,43
44401,!FRS2,!SERP2,44
44402,!FRS2,!SF3B1,44
44403,!FRS2,!SMC1A,44
44404,!FRS2,!MAGED1,44
44405,!FRS2,!LRRK2,43
44406,!FRS2,!TSHR,43
44407,!FRS2,!EMSY,43
44408,!FRS2,!CTNNA1,43
44409,!FRS2,!EED,42
44410,!FRS2,!EPHB1,43
44411,!FRS2,!MIB1,43
44412,!FRS2,!TUSC3,43
44413,!FRS2,!MYC,43
44414,!FRS2,!BRAF,43
44415,!FRS2,!KMT2C,43
44416,!FRS2,!NSD1,43
44417,!FRS2,!SMO,42
44418,!FRS2,!STAT4,43
44419,!FRS2,!ALK,43
44420,!FRS2,!DTX1,44
44421,!FRS2,!BCL7A,43
44422,!FRS2,!ECT2L,42
44423,!FRS2,!FLT1,43
44424,!FRS2,!FOXO3,43
44425,!FRS2,!JAZF1,43
44426,!FRS2,!KDM6A,43
44427,!FRS2,!PBRM1,43
44428,!FRS2,!PBRM128,43
44429,!FRS2,!FANCF,44
44430,!FRS2,!SETBP1,44
44431,!FRS2,!CDKN1B,42
44432,!FRS2,!APC,41
44433,!FRS2,!PTPN2,43
44434,!FRS2,!RET,43
44435,!FRS2,!DUSP2,44
44436,!FRS2,!ESR1,44
44437,!FRS2,!KDM2B,44
44438,!FRS2,!PDCD1,44
44439,FRS220,None,45
44440,!FRS220,NOTCH1,3
44441,!FRS220,RELN,3
44442,!FRS220,NCOR2,5
44443,!FRS220,CDKN2C,3
44444,!FRS220,FAF1,3
44445,!FRS220,CPS1,3
44446,!FRS220,MPL,3
44447,!FRS220,APC,3
44448,!FRS220,!HDAC4,43
44449,!FRS220,!AKT1,45
44450,!FRS220,!JAK1,44
44451,!FRS220,!MAFB,44
44452,!FRS220,!NCSTN,44
44453,!FRS220,!TGFBR2,44
44454,!FRS220,!ETV6,44
44455,!FRS220,!ETV621,44
44456,!FRS220,!IDH2,44
44457,!FRS220,!MYCN,44
44458,!FRS220,!SMARCB1,45
44459,!FRS220,!STAG2,44
44460,!FRS220,!NOTCH1,42
44461,!FRS220,!RAD50,44
44462,!FRS220,!RELN,42
44463,!FRS220,!ARAF,45
44464,!FRS220,!EZH2,44
44465,!FRS220,!NCOR2,40
44466,!FRS220,!CSF1R,43
44467,!FRS220,!MYD88,45
44468,!FRS220,!P2RY8,45
44469,!FRS220,!TAF1,45
44470,!FRS220,!CDKN2C,42
44471,!FRS220,!CIC,43
44472,!FRS220,!FAF1,42
44473,!FRS220,!IKBKE,44
44474,!FRS220,!BCORL1,44
44475,!FRS220,!KLHL6,44
44476,!FRS220,!PDGFRA,43
44477,!FRS220,!STAT6,43
44478,!FRS220,!CD36,43
44479,!FRS220,!AXIN1,44
44480,!FRS220,!AXIN122,43
44481,!FRS220,!PC,43
44482,!FRS220,!MALT1,45
44483,!FRS220,!MALT123,44
44484,!FRS220,!ARID2,44
44485,!FRS220,!CDK8,44
44486,!FRS220,!CPS1,42
44487,!FRS220,!ERBB3,44
44488,!FRS220,!MPL,42
44489,!FRS220,!PCBP1,44
44490,!FRS220,!XBP1,43
44491,!FRS220,!MUTYH,45
44492,!FRS220,!HIST1H2BK,44
44493,!FRS220,!MAPK1,45
44494,!FRS220,!MAPK124,44
44495,!FRS220,!BRSK1,44
44496,!FRS220,!CRLF2,45
44497,!FRS220,!EP300,43
44498,!FRS220,!TYK2,45
44499,!FRS220,!ZNF703,45
44500,!FRS220,!ZNF70325,45
44501,!FRS220,!FGF10,44
44502,!FRS220,!FGF1026,45
44503,!FRS220,!CUX1,44
44504,!FRS220,!HIST1H1C,45
44505,!FRS220,!PDCD1LG2,45
44506,!FRS220,!ROS1,45
44507,!FRS220,!TSC1,43
44508,!FRS220,!MLH1,44
44509,!FRS220,!ZRSR2,44
44510,!FRS220,!CXCR4,44
44511,!FRS220,!EBF1,44
44512,!FRS220,!EPHA5,43
44513,!FRS220,!SOX10,44
44514,!FRS220,!SPEN,44
44515,!FRS220,!AKT2,44
44516,!FRS220,!AKT3,44
44517,!FRS220,!CD79A,44
44518,!FRS220,!GTSE1,44
44519,!FRS220,!IGF1R,44
44520,!FRS220,!MLL,45
44521,!FRS220,!SMARCA1,45
44522,!FRS220,!BCL6,44
44523,!FRS220,!CD22,45
44524,!FRS220,!HDAC7,44
44525,!FRS220,!JAK2,44
44526,!FRS220,!JAK3,45
44527,!FRS220,!TCF3,44
44528,!FRS220,!ABL1,44
44529,!FRS220,!FGFR1,44
44530,!FRS220,!FLT4,43
44531,!FRS220,!INPP4B,43
44532,!FRS220,!MET,44
44533,!FRS220,!MET27,44
44534,!FRS220,!FGF3,45
44535,!FRS220,!FOXO1,45
44536,!FRS220,!POT1,44
44537,!FRS220,!RAD21,44
44538,!FRS220,!SERP2,45
44539,!FRS220,!SF3B1,45
44540,!FRS220,!SMC1A,45
44541,!FRS220,!MAGED1,45
44542,!FRS220,!LRRK2,44
44543,!FRS220,!TSHR,44
44544,!FRS220,!EMSY,44
44545,!FRS220,!CTNNA1,44
44546,!FRS220,!EED,43
44547,!FRS220,!EPHB1,44
44548,!FRS220,!MIB1,44
44549,!FRS220,!TUSC3,44
44550,!FRS220,!MYC,44
44551,!FRS220,!BRAF,44
44552,!FRS220,!KMT2C,44
44553,!FRS220,!NSD1,44
44554,!FRS220,!SMO,43
44555,!FRS220,!STAT4,44
44556,!FRS220,!ALK,44
44557,!FRS220,!DTX1,45
44558,!FRS220,!BCL7A,44
44559,!FRS220,!ECT2L,43
44560,!FRS220,!FLT1,44
44561,!FRS220,!FOXO3,44
44562,!FRS220,!JAZF1,44
44563,!FRS220,!KDM6A,44
44564,!FRS220,!PBRM1,44
44565,!FRS220,!PBRM128,44
44566,!FRS220,!FANCF,45
44567,!FRS220,!SETBP1,45
44568,!FRS220,!CDKN1B,43
44569,!FRS220,!APC,42
44570,!FRS220,!PTPN2,44
44571,!FRS220,!RET,44
44572,!FRS220,!DUSP2,45
44573,!FRS220,!ESR1,45
44574,!FRS220,!KDM2B,45
44575,!FRS220,!PDCD1,45
44576,HDAC4,None,43
44577,!HDAC4,RELN,3
44578,!HDAC4,NCOR2,5
44579,!HDAC4,CPS1,3
44580,!HDAC4,MPL,3
44581,!HDAC4,APC,3
44582,!HDAC4,!AKT1,43
44583,!HDAC4,!JAK1,43
44584,!HDAC4,!MAFB,43
44585,!HDAC4,!NCSTN,43
44586,!HDAC4,!TGFBR2,43
44587,!HDAC4,!ETV6,42
44588,!HDAC4,!ETV621,42
44589,!HDAC4,!IDH2,42
44590,!HDAC4,!MYCN,42
44591,!HDAC4,!SMARCB1,43
44592,!HDAC4,!STAG2,43
44593,!HDAC4,!NOTCH1,41
44594,!HDAC4,!RAD50,42
44595,!HDAC4,!RELN,40
44596,!HDAC4,!ARAF,43
44597,!HDAC4,!EZH2,42
44598,!HDAC4,!NCOR2,38
44599,!HDAC4,!CSF1R,41
44600,!HDAC4,!MYD88,43
44601,!HDAC4,!P2RY8,43
44602,!HDAC4,!TAF1,43
44603,!HDAC4,!CDKN2C,41
44604,!HDAC4,!CIC,41
44605,!HDAC4,!FAF1,41
44606,!HDAC4,!IKBKE,42
44607,!HDAC4,!BCORL1,43
44608,!HDAC4,!KLHL6,42
44609,!HDAC4,!PDGFRA,41
44610,!HDAC4,!STAT6,41
44611,!HDAC4,!CD36,41
44612,!HDAC4,!AXIN1,42
44613,!HDAC4,!AXIN122,41
44614,!HDAC4,!PC,41
44615,!HDAC4,!MALT1,43
44616,!HDAC4,!MALT123,42
44617,!HDAC4,!ARID2,42
44618,!HDAC4,!CDK8,42
44619,!HDAC4,!CPS1,40
44620,!HDAC4,!ERBB3,42
44621,!HDAC4,!MPL,40
44622,!HDAC4,!PCBP1,42
44623,!HDAC4,!XBP1,41
44624,!HDAC4,!MUTYH,43
44625,!HDAC4,!HIST1H2BK,42
44626,!HDAC4,!MAPK1,43
44627,!HDAC4,!MAPK124,42
44628,!HDAC4,!BRSK1,42
44629,!HDAC4,!CRLF2,43
44630,!HDAC4,!EP300,41
44631,!HDAC4,!TYK2,43
44632,!HDAC4,!ZNF703,43
44633,!HDAC4,!ZNF70325,43
44634,!HDAC4,!FGF10,43
44635,!HDAC4,!FGF1026,43
44636,!HDAC4,!CUX1,43
44637,!HDAC4,!HIST1H1C,43
44638,!HDAC4,!PDCD1LG2,43
44639,!HDAC4,!ROS1,43
44640,!HDAC4,!TSC1,41
44641,!HDAC4,!MLH1,42
44642,!HDAC4,!ZRSR2,43
44643,!HDAC4,!CXCR4,42
44644,!HDAC4,!EBF1,42
44645,!HDAC4,!EPHA5,41
44646,!HDAC4,!SOX10,42
44647,!HDAC4,!SPEN,42
44648,!HDAC4,!AKT2,42
44649,!HDAC4,!AKT3,42
44650,!HDAC4,!CD79A,42
44651,!HDAC4,!GTSE1,42
44652,!HDAC4,!IGF1R,42
44653,!HDAC4,!MLL,43
44654,!HDAC4,!SMARCA1,43
44655,!HDAC4,!BCL6,42
44656,!HDAC4,!CD22,43
44657,!HDAC4,!HDAC7,42
44658,!HDAC4,!JAK2,42
44659,!HDAC4,!JAK3,43
44660,!HDAC4,!TCF3,42
44661,!HDAC4,!ABL1,42
